song,genre,length,zcr.1,zcr.2,zcr.3,zcr.4,zcr.5,zcr.6,zcr.7,zcr.8,zcr.9,zcr.10,roughness.1,roughness.2,roughness.3,roughness.4,roughness.5,roughness.6,roughness.7,roughness.8,roughness.9,roughness.10,amplitude.1,amplitude.2,amplitude.3,amplitude.4,amplitude.5,amplitude.6,amplitude.7,amplitude.8,amplitude.9,amplitude.10,Q25.1,Q75.1,centroid.1,skewness.1,kurtosis.1,flatness.1,entropy.1,Q25.2,Q75.2,centroid.2,skewness.2,kurtosis.2,flatness.2,entropy.2,Q25.3,Q75.3,centroid.3,skewness.3,kurtosis.3,flatness.3,entropy.3,Q25.4,Q75.4,centroid.4,skewness.4,kurtosis.4,flatness.4,entropy.4,Q25.5,Q75.5,centroid.5,skewness.5,kurtosis.5,flatness.5,entropy.5,Q25.6,Q75.6,centroid.6,skewness.6,kurtosis.6,flatness.6,entropy.6,Q25.7,Q75.7,centroid.7,skewness.7,kurtosis.7,flatness.7,entropy.7,Q25.8,Q75.8,centroid.8,skewness.8,kurtosis.8,flatness.8,entropy.8,Q25.9,Q75.9,centroid.9,skewness.9,kurtosis.9,flatness.9,entropy.9,Q25.10,Q75.10,centroid.10,skewness.10,kurtosis.10,flatness.10,entropy.10
She's Moved On - Porcupine Tree,Rock,294.4684354,0.044852608,0.055600907,0.082154195,0.071904762,0.050249433,0.045782313,0.07739229,0.059365079,0.049024943,0.072108844,6.52995E+12,6.45157E+12,6.49766E+12,6.53874E+12,6.55025E+12,6.54517E+12,6.54943E+12,6.5481E+12,6.56733E+12,6.61268E+12,0.342228256,0.342552563,0.342581071,0.342048269,0.341787319,0.34252205,0.341879057,0.343576941,0.343097383,0.341676743,2589.058711,12001.27215,7927.614215,5.360382931,64.01946736,0.694682312,0.95928954,2579.116967,11927.54093,7895.259871,5.359665951,64.01964103,0.696532088,0.959085538,2583.117148,11899.53966,7889.11689,5.379438629,64.47691792,0.690126787,0.958996779,2589.11742,11929.54102,7909.360972,5.401880304,64.94522524,0.670686966,0.959216254,2584.117194,11937.54139,7907.356636,5.395104451,64.84781503,0.700309225,0.959237924,2589.11742,11921.54066,7899.739359,5.357373994,64.30508217,0.706700891,0.959148536,2594.117647,11945.54175,7910.478388,5.336452665,64.06070221,0.715815031,0.959197764,2598.117828,11982.54343,7925.049969,5.342385712,64.00250156,0.698530094,0.959175961,2591.117511,12009.54465,7928.55565,5.3406728,63.74592191,0.692398527,0.959223688,2587.11733,12027.54547,7936.816892,5.336867347,63.61608844,0.682036145,0.959339259
Mellotron Scratch - Porcupine Tree,Rock,415.5947392,0.048072562,0.055646259,0.046303855,0.033560091,0.039229025,0.038956916,0.066848073,0.03521542,0.048730159,0.034807256,2.99737E+12,2.99013E+12,2.98457E+12,2.97699E+12,2.99532E+12,2.99388E+12,2.99571E+12,2.99089E+12,2.99386E+12,3.00402E+12,0.230344699,0.230173953,0.229916471,0.229311629,0.229214243,0.229580476,0.230355861,0.23017622,0.230514095,0.230568004,2955.067011,12200.27666,8156.031965,8.444596517,117.6563311,0.655002757,0.946102232,2956.134065,12301.55789,8177.268701,8.456435491,117.7245833,0.648524578,0.946128185,2954.133974,12245.55535,8160.794535,8.406109622,116.3694536,0.646456653,0.946404604,2955.13402,12195.55309,8158.501644,8.372708121,115.7503707,0.645824822,0.946490851,2958.134156,12268.5564,8182.469416,8.370344286,116.0215417,0.665414132,0.946849492,2957.13411,12235.5549,8171.523609,8.389208403,116.4482891,0.625403121,0.946268595,2957.13411,12310.5583,8187.367769,8.434131089,117.4416768,0.635971718,0.946231551,2957.13411,12298.55776,8184.774236,8.440059818,117.7217429,0.650307372,0.94636465,2957.13411,12289.55735,8182.5876,8.462886314,118.3686554,0.655830046,0.946056563,2956.134065,12200.55331,8161.123034,8.454001957,118.2887848,0.633874686,0.946446055
The Start of Something Beautiful - Porcupine Tree,Rock,459.9466667,0.054807256,0.060340136,0.09047619,0.056485261,0.083696145,0.069319728,0.057823129,0.061156463,0.062335601,0.041360544,8.82303E+12,8.89854E+12,8.85858E+12,8.77542E+12,8.75375E+12,8.72545E+12,8.76882E+12,8.78715E+12,8.71254E+12,8.76463E+12,0.387457579,0.386604142,0.385737296,0.387387794,0.38728319,0.387378009,0.387109355,0.387937458,0.387595652,0.387270383,2019.045785,14129.32041,8334.227655,5.655220329,53.88499605,0.738778603,0.960570923,2023.09175,14141.64134,8344.268329,5.645915009,54.00994348,0.73550787,0.960663345,2023.09175,14116.64021,8337.215379,5.640006634,54.06979898,0.737537111,0.9606174,2023.09175,14122.64048,8339.855767,5.681767882,54.66835571,0.74309199,0.960748117,2025.091841,14110.63994,8335.681371,5.7078759,54.94775287,0.745495054,0.960716332,2029.092022,14124.64057,8337.786682,5.705787928,54.66468427,0.741896356,0.960687255,2029.092022,14188.64348,8356.451376,5.696803772,54.32675628,0.741478085,0.960800131,2027.091932,14174.64284,8362.821079,5.692549121,54.21099503,0.739092624,0.960977179,2024.091796,14071.63817,8327.175614,5.677148392,54.06406201,0.73849648,0.960704424,2019.091569,14090.63903,8322.375772,5.667903554,53.92151981,0.735593777,0.960657693
Deadwing - Porcupine Tree,Rock,586.5247619,0.110975057,0.094648526,0.097482993,0.106780045,0.094081633,0.133378685,0.121315193,0.102040816,0.101247166,0.109092971,1.14787E+13,1.13381E+13,1.13481E+13,1.13052E+13,1.13214E+13,1.12551E+13,1.13414E+13,1.15033E+13,1.16438E+13,1.16134E+13,0.317657324,0.317409075,0.316654151,0.316570761,0.316642079,0.3174495,0.316270114,0.317165376,0.318958876,0.318112661,2205.050003,15000.34016,9077.029464,3.883615584,29.03901666,0.737564936,0.969327198,2209.100186,14959.67844,9058.557782,3.878884654,29.02201623,0.722276716,0.969192606,2209.100186,14990.67985,9069.899662,3.910117835,29.37898406,0.733349961,0.969151648,2202.099868,14926.67695,9032.651121,3.932423693,29.47987631,0.755893401,0.968958536,2200.099778,14924.67686,9028.683663,3.947526853,29.56277976,0.752700655,0.96898173,2194.099506,14931.67717,9009.337475,3.964764324,29.99696875,0.736613045,0.968633613,2197.099642,14940.67758,9016.085125,4.002266019,30.84674757,0.741672605,0.968991529,2203.099914,14991.67989,9050.923419,4.013427147,31.10860087,0.736773532,0.969231225,2206.10005,15118.68565,9104.834624,3.973115622,30.24810643,0.724751096,0.969436574,2204.099959,15071.68352,9099.280827,3.90530031,29.19933315,0.711981061,0.969293006
Glass Arm Shattering - Porcupine Tree,Rock,372.3352834,0.044535147,0.04170068,0.033378685,0.055986395,0.036575964,0.061269841,0.038752834,0.057301587,0.066371882,0.045011338,8.60633E+12,8.56293E+12,8.51023E+12,8.49279E+12,8.53266E+12,8.62316E+12,8.67762E+12,8.69277E+12,8.68099E+12,8.64602E+12,0.380128024,0.379745497,0.379442101,0.380157103,0.381293155,0.380835374,0.380460899,0.380874973,0.379879716,0.380152828,2675.060662,13196.29925,8198.19832,7.766416555,112.227846,0.632431034,0.948895522,2676.121366,13205.59889,8208.375049,7.750640531,111.6753626,0.63415345,0.949143953,2673.12123,13208.59903,8213.27216,7.713621464,110.1661233,0.634537875,0.949183463,2679.121502,13199.59862,8212.149251,7.68289788,108.9717849,0.612003205,0.949280842,2693.122137,13195.59844,8210.937415,7.682424777,109.0977441,0.612886781,0.949387008,2723.123498,13214.5993,8238.036941,7.694849335,109.4833705,0.608360875,0.949581654,2725.123588,13237.60034,8259.324319,7.712370211,110.0398864,0.591133136,0.94946837,2696.122273,13225.5998,8250.548576,7.75442607,111.3712465,0.619837992,0.949405777,2674.121275,13207.59898,8221.101207,7.791873229,112.3946675,0.602388344,0.949303671,2672.121185,13200.59867,8207.362781,7.794549298,112.6114023,0.601814189,0.949042575
Arriving Somewhere But Not Here - Porcupine Tree,Rock,722.199932,0.057278912,0.054172336,0.056689342,0.066870748,0.060453515,0.061428571,0.061111111,0.060861678,0.064489796,0.069501134,1.04349E+13,1.04753E+13,1.05344E+13,1.051E+13,1.05364E+13,1.05845E+13,1.06239E+13,1.05179E+13,1.05708E+13,1.05414E+13,0.409582061,0.40897831,0.408940697,0.408236687,0.407902607,0.409615555,0.410127333,0.410223426,0.409954902,0.410313975,1942.044039,13304.3017,7940.909535,6.113646157,67.28590744,0.661903206,0.954775266,1941.088031,13386.6071,7953.28394,6.10982313,67.07962419,0.669418874,0.954656732,1938.087895,13554.61472,7980.550988,6.101603591,66.80565554,0.680029264,0.954520177,1931.087578,13480.61137,7957.47449,6.096352259,66.66779907,0.686663472,0.95433123,1940.087986,13532.61372,7966.954548,6.120070957,67.20630054,0.679980055,0.954570496,1947.088303,13487.61168,7975.122883,6.122823077,67.33019939,0.655331668,0.95481918,1943.088122,13488.61173,7976.443101,6.112018482,66.96788864,0.677838583,0.954623007,1933.087668,13365.60615,7931.064202,6.088566805,66.47941231,0.675422532,0.954164193,1935.087759,13436.60937,7958.751455,6.111089167,66.96942182,0.648707175,0.95444639,1942.088077,13434.60928,7971.229439,6.130857703,67.56394115,0.663466734,0.954818541
River in the Road - Queens of the Stone Age,Rock,199.9333333,0.053446712,0.062471655,0.047505669,0.050294785,0.047052154,0.050408163,0.060975057,0.064036281,0.067301587,0.058956916,1.44689E+13,1.45136E+13,1.45284E+13,1.44903E+13,1.43464E+13,1.41868E+13,1.41275E+13,1.4138E+13,1.42009E+13,1.43681E+13,0.398019026,0.399156387,0.398965807,0.399133148,0.397843055,0.39672632,0.396339702,0.39573139,0.39635639,0.397067117,2918.066172,13948.3163,8598.255946,3.458166218,22.60645969,0.718245046,0.96764135,2925.132659,13974.63377,8616.060202,3.467954736,22.68597188,0.72295394,0.967863725,2929.13284,14001.63499,8624.608402,3.468328897,22.70497694,0.720767106,0.967946281,2922.132523,14001.63499,8621.426256,3.466257193,22.6853629,0.724672857,0.967884829,2922.132523,13981.63409,8613.072599,3.474576131,22.78503374,0.725327303,0.967841556,2921.132478,13951.63273,8602.019036,3.476573381,22.79256668,0.725355153,0.967737306,2921.132478,13936.63205,8594.861944,3.475058977,22.75581819,0.738383302,0.967618866,2922.132523,13928.63168,8590.939713,3.472981342,22.73762056,0.74938345,0.967669565,2913.132115,13897.63028,8574.8748,3.467123464,22.67904036,0.730809922,0.967601182,2908.131888,13910.63087,8578.271758,3.462568205,22.64429297,0.720605367,0.967529792
3's & 7's - Queens of the Stone Age,Rock,214.0666667,0.061519274,0.063038549,0.066802721,0.069886621,0.067120181,0.063401361,0.061496599,0.069455782,0.069659864,0.07031746,1.59344E+13,1.58274E+13,1.57769E+13,1.57675E+13,1.57835E+13,1.58219E+13,1.5894E+13,1.59148E+13,1.59555E+13,1.59521E+13,0.365869219,0.365538497,0.364855724,0.365295014,0.365952178,0.364955473,0.364603354,0.366077314,0.36644109,0.365919868,4181.094814,14443.32753,9552.834119,2.099550957,10.83433496,0.759453601,0.977547816,4173.18926,14421.65404,9538.978619,2.087307536,10.67294264,0.793135742,0.97743698,4175.189351,14428.65436,9538.965361,2.084683071,10.58699395,0.784388259,0.977411267,4180.189578,14419.65395,9535.478066,2.096140007,10.64753802,0.766738889,0.977479349,4180.189578,14413.65368,9532.712444,2.09910253,10.7013367,0.781990935,0.977442453,4179.189532,14428.65436,9537.446746,2.109811071,10.76386716,0.772552545,0.977519522,4182.189668,14453.65549,9551.43929,2.115331044,10.83537802,0.752059505,0.977404383,4184.189759,14470.65627,9560.089454,2.126279957,10.95321005,0.750251112,0.977464464,4187.189895,14464.65599,9562.30032,2.126984781,10.99879071,0.755457965,0.977552673,4185.189805,14454.65554,9559.233623,2.115545122,10.94698643,0.770747711,0.977618807
Sick_ Sick_ Sick - Queens of the Stone Age,Rock,214.7333333,0.084399093,0.058639456,0.095283447,0.077482993,0.058979592,0.083219955,0.061768707,0.090702948,0.077936508,0.058367347,2.21815E+13,2.2188E+13,2.21854E+13,2.22704E+13,2.23881E+13,2.23784E+13,2.23003E+13,2.21793E+13,2.19818E+13,2.20148E+13,0.419779202,0.418466236,0.418849865,0.419584021,0.421630592,0.423644707,0.422838361,0.422303327,0.42045962,0.419569327,3009.068236,15327.34757,9374.98789,2.699947578,15.14798866,0.769059711,0.972557001,3019.136922,15333.69541,9379.920593,2.714109794,15.30854794,0.748816492,0.972835954,3014.136696,15302.694,9376.550101,2.707924452,15.26168954,0.764444938,0.972743858,3007.136378,15291.6935,9373.731993,2.70369431,15.14114222,0.768179329,0.972682491,3005.136287,15281.69305,9374.725524,2.701411898,15.10782603,0.775057776,0.972633956,3009.136469,15280.693,9378.283282,2.709968921,15.27459713,0.759267636,0.972608211,3025.137194,15301.69395,9386.815426,2.723357519,15.44793407,0.764363566,0.972521408,3036.137693,15312.69445,9388.156726,2.722917275,15.35439559,0.77145464,0.972482058,3029.137376,15312.69445,9379.47151,2.716623217,15.1894579,0.7742718,0.9725528,3017.136832,15314.69454,9375.113857,2.706164226,15.11610113,0.785011368,0.972537921
Into the Hollow - Queens of the Stone Age,Rock,222.3333333,0.035668934,0.034965986,0.039863946,0.050612245,0.053764172,0.046031746,0.053809524,0.047505669,0.04446712,0.041179138,1.02978E+13,1.03444E+13,1.0294E+13,1.02318E+13,1.01747E+13,1.01712E+13,1.02097E+13,1.02324E+13,1.02415E+13,1.02314E+13,0.393622043,0.393740147,0.393309533,0.393405878,0.394918805,0.395160384,0.396277374,0.396216325,0.395583179,0.39409386,3861.087557,12101.27442,8371.465522,2.70160988,14.51319565,0.72929639,0.964694783,3869.175473,12087.54819,8374.065036,2.705881111,14.66452808,0.731416117,0.96462315,3872.175609,12059.54692,8367.631105,2.700280223,14.6470981,0.717789932,0.964323957,3873.175654,12049.54646,8361.76521,2.696240626,14.54990287,0.717452714,0.964159471,3873.175654,12042.54615,8357.288317,2.693439552,14.49438356,0.707377369,0.96414407,3873.175654,12065.54719,8366.216789,2.68535454,14.37162712,0.708452554,0.964446209,3867.175382,12087.54819,8369.440725,2.674395518,14.15637625,0.703624244,0.964637828,3861.17511,12094.54851,8367.421758,2.674927705,14.12412943,0.694026703,0.964710045,3859.175019,12067.54728,8359.411689,2.678108761,14.19398058,0.699937035,0.964595113,3856.174883,12055.54674,8354.52576,2.6876961,14.32232015,0.718266758,0.964531899
I'm Designer - Queens of the Stone Age,Rock,244.2666667,0.078571429,0.057210884,0.048344671,0.063877551,0.046553288,0.037800454,0.051337868,0.047528345,0.049297052,0.056371882,1.09649E+13,1.09953E+13,1.0971E+13,1.09641E+13,1.09489E+13,1.08708E+13,1.0805E+13,1.0796E+13,1.08115E+13,1.08707E+13,0.420322497,0.42037276,0.420599814,0.420803908,0.419971258,0.418884083,0.419776257,0.418864577,0.419162915,0.420216735,2936.06658,13015.29514,8172.67351,4.127700589,34.46562315,0.679976205,0.966685188,2944.133521,13040.59141,8182.71228,4.137072095,34.67550329,0.67638449,0.966649694,2951.133838,13040.59141,8183.220711,4.146916218,34.77160126,0.687606296,0.966618945,2954.133974,13019.59046,8180.017381,4.14996992,34.75499033,0.688735175,0.966643988,2947.133657,12985.58892,8169.228168,4.152884666,34.78859619,0.695496544,0.966637885,2929.13284,12877.58402,8136.737905,4.135196334,34.49465543,0.698435767,0.966380624,2909.131933,12827.58175,8112.389956,4.10736881,34.0311407,0.695179815,0.966136671,2902.131616,12799.58048,8109.094465,4.09216989,33.69441378,0.700738614,0.966166903,2914.13216,12835.58211,8124.34432,4.096546072,33.69401792,0.696295392,0.966256564,2934.133067,12939.58683,8154.597006,4.117911024,34.1398173,0.693280781,0.966540552
Battery Acid - Queens of the Stone Age,Rock,246.1066667,0.057528345,0.060226757,0.058480726,0.063628118,0.06324263,0.064353741,0.06569161,0.063356009,0.059614512,0.062063492,2.81317E+13,2.81887E+13,2.81451E+13,2.79957E+13,2.7831E+13,2.76982E+13,2.76064E+13,2.76018E+13,2.77433E+13,2.79706E+13,0.511807838,0.510141221,0.512220239,0.511682859,0.510771093,0.51259884,0.514074673,0.512959649,0.512764081,0.513848215,3726.084496,15001.34018,9534.915299,1.864706057,8.570541394,0.76530219,0.977536306,3710.168262,14993.67999,9532.637389,1.839775195,8.398399054,0.76853366,0.977415829,3690.167355,14987.67971,9520.551458,1.831091744,8.312936459,0.765214206,0.977343129,3684.167082,14997.68017,9518.414203,1.848559828,8.38551203,0.770202069,0.977429864,3687.167218,14998.68021,9517.665219,1.869217604,8.475319628,0.755288503,0.977655776,3683.167037,14990.67985,9511.785428,1.874874221,8.518212856,0.758251197,0.977764475,3673.166584,14966.67876,9497.807643,1.871595415,8.534292381,0.776852614,0.97771001,3676.16672,14946.67785,9487.400942,1.885362159,8.62298562,0.783847232,0.977700435,3702.167899,14954.67822,9493.377965,1.886770811,8.664823524,0.78124621,0.977631339,3724.168897,14981.67944,9518.448844,1.879380938,8.654522545,0.783488852,0.977621023
Suture Up Your Future - Queens of the Stone Age,Rock,277.3066667,0.037732426,0.024081633,0.023786848,0.036235828,0.030340136,0.020975057,0.02521542,0.036575964,0.022743764,0.035328798,3.57927E+12,3.54522E+12,3.52807E+12,3.54267E+12,3.56022E+12,3.57955E+12,3.60854E+12,3.63156E+12,3.6141E+12,3.5899E+12,0.386888365,0.38649336,0.386518468,0.387029861,0.38795844,0.388053052,0.38775912,0.3880893,0.387895347,0.387060585,1945.044107,9763.221398,6649.898448,4.267919704,36.40964626,0.645425931,0.948179327,1945.088213,9718.440746,6635.375899,4.264830842,35.959041,0.647192803,0.947922242,1944.088167,9686.439294,6622.744967,4.268048721,36.03900531,0.646348707,0.947846153,1945.088213,9666.438387,6617.015892,4.261744443,35.94758481,0.636064348,0.947865264,1945.088213,9657.437979,6612.508878,4.250795713,35.83932311,0.629208743,0.947818262,1945.088213,9658.438024,6612.880555,4.247000807,35.84275524,0.617649251,0.947859051,1945.088213,9692.439566,6626.936131,4.252398113,35.89850043,0.61476104,0.948017993,1945.088213,9749.442152,6646.182714,4.261130144,36.07770657,0.634883867,0.9481805,1944.088167,9763.442787,6647.744931,4.262391875,36.19327257,0.641971882,0.948130833,1945.088213,9764.442832,6647.834241,4.260487041,36.14005262,0.644407045,0.948121052
Run_ Pig_ Run - Queens of the Stone Age,Rock,279.2,0.033492063,0.043469388,0.038730159,0.054920635,0.042653061,0.043219955,0.038095238,0.045487528,0.037936508,0.048117914,1.71605E+13,1.71739E+13,1.71415E+13,1.71237E+13,1.71312E+13,1.7148E+13,1.71062E+13,1.70895E+13,1.71294E+13,1.71459E+13,0.561768213,0.560950647,0.559498936,0.557969619,0.55895506,0.561121441,0.560996412,0.561668648,0.562023805,0.562558133,3275.074268,13383.30349,8452.730837,2.565413786,12.45871644,0.669668116,0.967183367,3274.148487,13389.60724,8458.010347,2.567988676,12.46263225,0.687410914,0.967179158,3267.14817,13374.60656,8453.471467,2.577193616,12.52302589,0.689510375,0.967003361,3266.148125,13365.60615,8447.634971,2.584605502,12.56283463,0.693684662,0.966918348,3264.148034,13359.60588,8441.519999,2.588346483,12.57410492,0.706362462,0.966898615,3266.148125,13358.60583,8438.943143,2.591207136,12.60978498,0.702472284,0.967038641,3271.148351,13346.60529,8433.204497,2.590079325,12.64921434,0.701190438,0.966992139,3277.148624,13345.60524,8436.362942,2.589852238,12.66972871,0.70385018,0.966979042,3281.148805,13352.60556,8440.729346,2.586524538,12.62478456,0.697807307,0.967120387,3278.148669,13376.60665,8450.374573,2.578277093,12.53218742,0.701954571,0.9672546
Make It Wit Chu - Queens of the Stone Age,Rock,290.4933333,0.043446712,0.044603175,0.043650794,0.054693878,0.058866213,0.050793651,0.047165533,0.064217687,0.048231293,0.04031746,5.17522E+12,5.15243E+12,5.12933E+12,5.16252E+12,5.20262E+12,5.24246E+12,5.21016E+12,5.18891E+12,5.22099E+12,5.19585E+12,0.296461036,0.296154815,0.295462191,0.296668313,0.296305127,0.295867216,0.295880191,0.296887667,0.296906556,0.296818353,2420.054879,12206.2768,7806.549723,3.55999564,23.03186025,0.645173694,0.96129973,2427.110073,12225.55445,7816.517884,3.552140108,23.02067995,0.656850239,0.961349051,2426.110028,12212.55386,7810.691669,3.57102919,23.18248976,0.652735606,0.961478388,2421.109801,12221.55427,7819.961057,3.560790691,22.933825,0.651689479,0.961219545,2422.109846,12275.55671,7828.727703,3.532173662,22.60166055,0.660491517,0.961263794,2420.109756,12271.55653,7819.367735,3.52297653,22.4736842,0.639857429,0.961418366,2418.109665,12231.55472,7807.074448,3.543002551,22.66316387,0.654640857,0.9612656,2417.109619,12199.55327,7794.10064,3.550158227,22.86017709,0.631319522,0.961402566,2422.109846,12213.5539,7804.891749,3.556569774,23.09210804,0.654622873,0.961449032,2421.109801,12206.55359,7806.364086,3.571712604,23.2358086,0.625553529,0.961223675
Turnin' on the Screw - Queens of the Stone Age,Rock,320.36,0.068707483,0.065464853,0.058390023,0.052811791,0.049886621,0.075238095,0.064807256,0.075623583,0.049818594,0.092267574,1.20273E+13,1.20761E+13,1.20693E+13,1.2097E+13,1.211E+13,1.20747E+13,1.20412E+13,1.20272E+13,1.19622E+13,1.19247E+13,0.392583926,0.393399687,0.391922312,0.392466715,0.393442689,0.393414563,0.393296791,0.393849344,0.392605495,0.391357081,3331.075538,13634.30918,8735.375935,3.429667608,23.89977437,0.717416833,0.96916322,3364.152569,13695.62112,8761.383441,3.45206045,24.18025976,0.727524448,0.969351465,3375.153068,13711.62184,8773.864808,3.466817815,24.25985656,0.735602157,0.969425532,3367.152705,13728.62261,8778.790628,3.470568352,24.21564255,0.740536179,0.96932195,3344.151662,13702.62143,8764.680696,3.464345307,24.0959299,0.730973152,0.96913561,3330.151027,13714.62198,8753.602635,3.464350816,24.13106358,0.727833507,0.969093321,3333.151163,13674.62016,8743.754943,3.473224548,24.38060669,0.74361476,0.969050095,3330.151027,13591.6164,8719.745007,3.467374366,24.36830695,0.722817265,0.968934658,3315.150347,13535.61386,8701.4775,3.454744046,24.19031338,0.717663309,0.96900205,3313.150256,13536.61391,8705.858543,3.434294602,23.95606648,0.716914786,0.969047519
Misfit Love - Queens of the Stone Age,Rock,339.8666667,0.043061224,0.050566893,0.042653061,0.045442177,0.04430839,0.0430839,0.04138322,0.039659864,0.048072562,0.043537415,1.65939E+13,1.65316E+13,1.65444E+13,1.65866E+13,1.66381E+13,1.67391E+13,1.68023E+13,1.67877E+13,1.67545E+13,1.66937E+13,0.507602897,0.506813466,0.506258866,0.506340057,0.506513874,0.505502137,0.505554999,0.506816972,0.507522302,0.507738955,4061.092092,11705.26544,8434.937032,2.45837921,12.65615251,0.686798588,0.965222143,4051.183727,11691.53023,8427.374036,2.4519568,12.58142953,0.667603787,0.965322894,4049.183636,11707.53095,8432.792744,2.449693056,12.56488908,0.654209885,0.965426399,4066.184407,11736.53227,8444.039499,2.456834664,12.62883044,0.676943701,0.965485947,4079.184997,11768.53372,8456.39666,2.465618612,12.72022814,0.685413785,0.965439921,4084.185224,11843.53712,8474.417291,2.473824888,12.78950844,0.673952055,0.96556148,4084.185224,11865.53812,8482.816018,2.479327118,12.83791787,0.662255453,0.965635088,4083.185178,11851.53748,8477.300026,2.481829088,12.88239517,0.678429774,0.965631112,4076.184861,11790.53472,8460.621672,2.474393349,12.82886521,0.680364728,0.965454496,4072.18468,11741.5325,8448.560693,2.466959784,12.73835327,0.679091144,0.965299558
Right on Time - Red Hot Chili Peppers,Rock,112.3731746,0.067052154,0.049160998,0.061723356,0.068276644,0.06984127,0.046553288,0.058526077,0.052063492,0.063673469,0.045328798,7.8547E+12,7.8726E+12,7.87818E+12,7.78662E+12,7.78114E+12,7.79077E+12,7.82502E+12,7.88338E+12,7.91292E+12,7.88724E+12,0.366398205,0.366348402,0.36615535,0.36682941,0.365863433,0.365831017,0.366085181,0.365274447,0.36609052,0.366250466,1868.042361,13660.30977,7797.836793,3.899975081,24.66658659,0.655882633,0.954136225,1867.084675,13676.62025,7809.971672,3.910324809,24.73557368,0.643527868,0.954485066,1868.08472,13689.62084,7820.125418,3.928541751,24.99749659,0.648971209,0.954471777,1863.084494,13722.62234,7822.514622,3.938652347,25.16138521,0.62917117,0.954115203,1864.084539,13689.62084,7813.816183,3.918508151,24.8540628,0.616844004,0.954005247,1865.084584,13661.61957,7816.856629,3.920919037,24.87794397,0.623328855,0.95424782,1864.084539,13644.6188,7814.477364,3.920673068,24.8771049,0.640891245,0.954110094,1865.084584,13597.61667,7798.329928,3.914053437,24.80213663,0.639716865,0.954100881,1869.084766,13635.6184,7798.581623,3.908851353,24.80036106,0.626987616,0.954122673,1870.084811,13630.61817,7794.197353,3.904086507,24.74542549,0.642833182,0.954140908
I Like Dirt - Red Hot Chili Peppers,Rock,157.5548073,0.090952381,0.083786848,0.087097506,0.082222222,0.094331066,0.076054422,0.094739229,0.116122449,0.105668934,0.14600907,2.25747E+13,2.26646E+13,2.27519E+13,2.27039E+13,2.26909E+13,2.27357E+13,2.28494E+13,2.27664E+13,2.26576E+13,2.26693E+13,0.361871708,0.361670936,0.359594108,0.360144623,0.360552956,0.363018833,0.364247921,0.362455551,0.360935479,0.360971758,2711.061478,16825.38155,10082.27993,3.803028219,28.3126629,0.754690747,0.973222476,2731.12386,16850.76421,10111.70348,3.823471558,28.46397886,0.767856849,0.973402288,2742.124359,16873.76525,10121.7966,3.808516874,28.34965214,0.770906434,0.973230657,2732.123906,16898.76638,10115.4643,3.812001087,28.39062135,0.728716602,0.973102255,2699.122409,16918.76729,10105.48271,3.826298428,28.53381159,0.736400853,0.972978792,2725.123588,16942.76838,10108.79914,3.848121702,28.81447401,0.739443062,0.973243196,2765.125403,16973.76979,10134.20732,3.830582621,28.67496837,0.743875352,0.97340102,2773.125765,16948.76865,10124.61836,3.793392128,28.3725947,0.741646875,0.973144917,2737.124133,16894.7662,10087.97891,3.77813313,28.16128024,0.744352272,0.972951326,2707.122772,16858.76457,10075.02459,3.775128322,28.02679135,0.753571231,0.973055913
Porcelain - Red Hot Chili Peppers,Rock,163.4812925,0.04047619,0.024331066,0.0130839,0.019478458,0.039251701,0.050634921,0.043401361,0.028412698,0.018004535,0.025419501,1.4897E+12,1.51873E+12,1.45562E+12,1.42866E+12,1.43775E+12,1.43897E+12,1.4342E+12,1.4509E+12,1.47495E+12,1.45731E+12,0.348321105,0.349921569,0.349943256,0.350360183,0.350247632,0.3496352,0.349898166,0.3501643,0.349905179,0.349334274,1267.028732,12464.28265,6888.998841,14.14983702,283.1320556,0.619064773,0.926790059,1282.058143,12625.57259,6975.019084,14.17270297,284.1527129,0.619054613,0.927953855,1272.05769,12307.55817,6883.332308,14.18719566,284.8025008,0.633999173,0.92715376,1272.05769,12330.55921,6871.146325,14.21839393,286.0983576,0.65441364,0.926941657,1279.058007,12515.5676,6919.680964,14.27921168,288.2491354,0.640553991,0.927925254,1279.058007,12327.55907,6890.373067,14.2580292,287.7064164,0.622872447,0.927461784,1267.057463,12345.55989,6888.040942,14.249925,287.2472798,0.629218784,0.926497068,1268.057508,12533.56842,6907.610002,14.24862858,286.82885,0.634862012,0.926889589,1287.05837,12495.56669,6926.390062,14.22678014,285.6813798,0.632119487,0.928231061,1264.057327,12207.55363,6805.938633,14.16783466,283.544356,0.650803565,0.92616653
